Timestamps,Comments,VADER Compound,AFINN Score,TextBlob Polarity
2023-10-25T20:52:38Z,"WOW, such a talented spy is the WIG wearing fellow.
Fair play bruv 👏",0.8591,6,0.266666667
2023-10-25T20:49:40Z,I think it’s terrible checking if staff are thieves. They should be free to take what they want and not face these checks. The staff should also be provided with sofas whilst working and get a nice foot massage at the same time from management who should be grateful they’ve come to work. Drivers should be chauffeured and their vans should be equipped with airline style toilets. Workers should be paid whatever they choose and be able to go home at anytime they feel tired. This will definitely help the economy. Down with the rich and down with anyone who creates a business that creates work and customer benefits.,0.9313,9,0.016388889
2023-10-25T20:44:48Z,A delivery once every 3 minutes? If you deliver at 20 stops per hour or less the majority of routes will automatically timeout. Once you get to your first drop you will have about 8 hours of delivery time. Most residential routes are over 160 stops. You need to be doing at least 24/hour to finish on time.,-0.5106,-3,0.070833333
2023-10-25T20:41:08Z,"Knives ordered by very young children and having them arrived is absolutely 💯 disgusting. 
Unbelievable to the max.",-0.3848,-4,-0.373333333
2023-10-25T20:39:50Z,TBF although you look like uncle fester and Boris Johnson had a lovechild you do have a point.. But Amazon have taken control whether we like it or not..,0.7227,4,0
2023-10-25T20:34:12Z,"That's horrifying that drivers are penalized if they need a comfort break!? I knew someone who worked in their warehouse, she said it was horrendous...within a month of her working there she lost a stone in weight. They are treated like robots.",-0.25,-4,-0.9
2023-10-25T20:31:56Z,government must be on the playlist otherwise why would they be getting away with it,0,0,0
2023-10-25T20:24:37Z,This is just brilliant 😂😂 the end part with the structure totally nailed it 🎉,0.5859,4,0.45
2023-10-25T20:22:36Z,"i work as driver and it's madness, i really hope this video blow up to change everything about this. and i am employed as contractor to not have any employee rights",0.0754,-1,0.2
2023-10-25T20:19:00Z,This was great 😊,0.6249,3,0.8
2023-10-25T20:09:58Z,very good 😂😂,0.4927,3,0.91
2023-10-25T20:08:44Z,Amazon are taking the P**** glad i stopped using them some time ago.,0.4215,2,0.5
2023-10-25T20:06:43Z,Plenty of woke virtue signaling in the comments. Down with the rich as that will definitely help the economy!,0.8957,4,0.073148148
2023-10-25T19:59:04Z,Now THAT is what you call taking the p.........,0,0,0
2023-10-25T19:54:46Z,You can see Amazon is full of s……t,0.1779,0,0.35
2023-10-25T19:48:49Z,I love how the lawyer is bamboozled at the end 🤣,0.4019,1,0.5
2023-10-25T19:40:27Z,"Genius as always, massive respect… anyone else’s Alexa add that first knive order to their shopping basket tho? Mine did 😂",0.4767,2,0.125
2023-10-25T19:40:01Z,How many people making negative comments on here still buy from Amazon? (We’ll probably never know.),-0.2263,-2,0.1
2023-10-25T19:27:57Z,Just wow. This is Oobah's (and co.) best work yet imo..,0.8402,7,0.55
2023-10-25T19:26:56Z,Sorry to say … society is frightened of hard work. It’s not new to my generation. Now it’s a struggle to recruit and candidates want to name their terms and work at home on a laptop without travel or physical work. Amazon is a factory. Some staff do steal so security is important. Cameras? …. We are all filmed in every high street and many shops and public places. Not expecting a popularity vote!,-0.6677,-2,0.025018939
2023-10-25T19:24:52Z,"For the past 2 years across most vital professions people have been walking out demanding more money when there isn’t any.  Probably one of the most thoughtless comments were from the nurses who said ‘claps don’t make us money’.  They didn’t realize that the claps were from the people, not the government.  As for taxes, I don’t think this country should get any more tax from companies, when we are not seeing it being put to use in our schools or NHS system. The money is going directly into politicians pockets not our society, so now having a 45% tax rate is ridiculous, whilst our schools and mortgages go up also and our NHS and schools get nothing they need.  Good for Amazon, they understand that tax money is never used for those who need it. PLEASE do a video on how tax money never goes to anyone who needs it in our system, we need answers on that.",-0.5583,-2,0.257407407
2023-10-25T19:19:54Z,So basically all the lawyer scene with  him are all scripted,0,0,0
2023-10-25T19:14:37Z,"Im not protecting Amazon but whining about body pain after a 10hour day is for losers. Get strong first, then    make your decisions about how 'harsh' it is.",-0.9013,-2,0.070833333
2023-10-25T19:11:24Z,"32:30 
For a 6 year old British kid she talks very well ,
Usually British kids are so slow  and dumb , 
And yeah they are before you say no their not ,",-0.2893,-3,-0.0625
2023-10-25T19:08:24Z,"you should get away with the potholes mate, the local councils do a poor job most of the time",-0.4767,-2,0.033333333
2023-10-25T19:01:54Z,"27:40 
So basically your acting with the Lawyer  ,
It's a scripted segment",0,0,0
2023-10-25T18:58:39Z,Is... is this a tutorial?,0,0,0
2023-10-25T18:56:51Z,"Cancelled my prime membership last year. Don’t miss it. Still order some stuff that’s hard to get somewhere else, but I don’t miss prime",0.0485,-6,-0.145833333
2023-10-25T18:50:20Z,Nice one mate,0.4215,3,0.6
2023-10-25T18:49:56Z,Them pissy particles went right up your nose!!,0,0,0.285714286
2023-10-25T18:49:50Z,"And what did this documentary achieve?

Good content.",0,0,0
2023-10-25T18:48:35Z,"I worked in the warehouse, always got told off for going to the toilet, spent 5-10mins of our break getting through security. It could really be a good place to work but its not at all.",0.4194,3,0.188888889
2023-10-25T18:48:21Z,"Most factory work is like this,snowflakes",0.3612,2,0.5
2023-10-25T18:44:05Z,"I also worked for amazon 4 years ago as a packer and being honest (I am a hardworking person) I felt I was treated as a robot, if I slow down a little bit during scanning they will send a manager to check way I am slow. Or sometime send in a freazer from 3 hours",0.6124,2,-0.068611111
2023-10-25T18:43:49Z,What do the female delivery drivers do when they need the toilet?,0,0,-0.016666667
2023-10-25T18:43:20Z,"People should get off their ass and go to small shops buying  their stuff and STOP using amazon, easy",-0.2732,-4,0.091666667
2023-10-25T18:43:09Z,Amazon is like a prison,-0.0258,0,0
2023-10-25T18:39:27Z,I don’t understand when the company gives a statement that it’s just generic and literally doesn’t disprove or say against anything. It’s like me kicking a kid and someone filmed it and shows me it and I say “I take being an adult and the safety of children very serious and I never kick children”…,0.5729,3,-0.111111111
2023-10-25T18:23:27Z,She was so salty haha. Saying about try harder on the wig. And then asking why you want to leave?? Lol.,0.7334,6,0.3
2023-10-25T18:20:41Z,"everyone opens offshore companies and start scamming amazon returns service, until they fix returns scheme xD which they will do asap xD",0.8519,0,0
2023-10-25T18:18:14Z,"Imagine being Amazon, seeing all this evidence placed in front of them...

And STILL denying all of it.

The gaslighting is shocking, and I don't understand why the government haven't gone in guns blazing after this.

The regulators should be shutting them down until it's resolved.",-0.4019,-2,-0.577777778
2023-10-25T18:05:48Z,"😂😂😂😂 I worked with amazon for like 3 days, I saw a worker shout at a man but this man was Brazilian and he wasn't having it at all 😂😂😂 then they tried to shout at me and yeah I ended up cussing them and just left with no care or regrets since its just a warehouse job. Just make sure you don't take shit from people and they won't try it",0.8746,-2,0.05
2023-10-25T18:03:37Z,To be honest most places are like this in the UK. Anywhere with over 50 employees you just become a number. Managers have to constantly get bigger numbers for share holders often off the workers backs. I think most people don't want to do manual labour anymore. And why should we . We have tech to fly into space so why not build machines to do the hard jobs,0.7564,6,0.301190476
2023-10-25T17:58:32Z,Tyranical wef corporation is a threat to humanity,-0.5267,-2,0
2023-10-25T17:55:09Z,this lawyer's voice is cracking me up,0,0,0
2023-10-25T17:44:42Z,"Work elsewhere! it's simple!  I have a friend that was a delivery driver and I can confirm it really IS that bad, terrible company to work for...",-0.5667,-5,-0.375
2023-10-25T17:38:51Z,"Well played mate, well played!",0.7906,0,0
2023-10-25T17:34:54Z,"Great stuff. Although the piss section was....well, somewhat piss poor.",-0.4804,-7,0.2
2023-10-25T17:29:02Z,"America has had a piss bottle by the side of the road problem for decades. I'm not trying to denigrate the workers or defend Amazon. Piss bottles by the road is so common in the US there's been running gags about it on TV shows for at least 20 years. If a character ends up getting community service cleaning highways, they are going to encounter a bottle of piss.",-0.8442,-14,-0.3
2023-10-25T17:22:47Z,NHS has a similar vibe nowadays.,0,0,0
2023-10-25T17:20:56Z,"You have a vote people - it's called MONEY.

I do not spend my money anywhere I do not like.  So no Amazon in this household.",-0.4585,1,0
2023-10-25T17:20:38Z,Oomah is like one of those Hooray Henry's that gallivanting around the world durring the Victorian era getting into scrapes and managing to get himself out of them by sheer pluck and audacity,0.7003,2,0
2023-10-25T17:10:11Z,Worked for DPD was just as bad ..,-0.5423,-3,-0.7
2023-10-25T16:57:11Z,It’s giving max fosh,0.34,0,0
2023-10-25T16:38:40Z,"That was amazing. 

🤣🤣",0.5859,4,0.6
2023-10-25T16:38:03Z,Everyone stop buying shit off amazon.,-0.6249,-5,-0.2
2023-10-25T16:34:25Z,The Belize company and fraud is just pure genius 😂 best part of the video hands down,0.1027,0,0.352910053
2023-10-25T16:29:21Z,Channel 4 jealous of Russel Brand's video views?,-0.4588,-2,0
2023-10-25T16:08:09Z,Central Govt depts like HMRC (ironically) use Amazon AWS to host much of the personal tax online services. So taxpayers money is used to line the pockets of a US company that doesn't transparently pay taxes. This is an outrage when many small UK hosting companies could be used.,0.0505,-2,0.09
2023-10-25T15:50:51Z,Worked at an FC for a year. Its really not as bad as people make out. Its not great and i can imagine its waaay worse in the US because workers dont have as many rights as they do in the UK/EU,-0.5074,-3,0.0125
2023-10-25T15:28:46Z,Amazon customer  service needs looking in too talk to you like sh+t  always tell you lies nasty  bloody people  orders always going missing put though the wrong doors  left out side and a lot more i had to put up with them lot dont buy from Amazon NOW,-0.8658,-8,-0.333333333
2023-10-25T15:27:59Z,"It's disgraceful how Amazon treats their employees! Anyway, I got some amazing deals during Prime day.",0.6705,4,0.6
2023-10-25T15:26:45Z,It was in the news about drivers shiting in the bushes near the Bowburn  fulfillment depot Co Durham .you should of filmed the stairs of death you had to climb ?,-0.5994,0,0.1
2023-10-25T15:21:58Z,Really enjoyed this well done,0.7429,2,0.5
2023-10-25T15:14:43Z,"""Keep your head down, don't piss off the wrong people""
That's advice for new prisoners.",-0.63,-8,-0.173063973
2023-10-25T15:10:39Z,My amazon just ordered a knife lol !! I had to cancel it from your video,0.3612,2,0.8
2023-10-25T15:10:06Z,This was genius on so many waves. Ngl,0,0,0.5
2023-10-25T15:06:10Z,Don’t Amazon resell returned products so people buying them will just get boxes of sand,-0.1326,0,0
2023-10-25T15:02:21Z,This is absolute genius.,0,0,0.2
2023-10-25T14:46:36Z,Amazon aren't a special case. They aren't far off the normal for the logistics industry in general. Pissing in a bottle? Ask any lorry driver if they've had to do that,-0.5037,-3,0.164285714
2023-10-25T14:45:43Z,They use facial recognition technology along with a variety of other analytical methods to monitor all staff. Likely an algorithm picked you out that quickly.,0,2,0.052083333
2023-10-25T14:38:27Z,"They hire criminals from Eastern Europe as well as UK criminals.
I was mentally abused by one and attacked by another",-0.836,-10,-0.1
2023-10-25T14:37:40Z,Spent the last 5 mins removing stainless steel from my shopping list. Thanks for that.,0.4404,2,0.075
2023-10-25T14:37:07Z,Not suitable for viewers under 16.  They might realise the satanic world they've been born into.,0,2,-0.275
2023-10-25T14:25:48Z,Need to do undercover in Royal Mail and see how terrible the workforce is treated and letters left for days and management only interested in Tracked items  😢,-0.1027,-1,-0.1875
2023-10-25T14:24:31Z,Easily one of the best things on YouTube 😂 The back and forth with you and the lawyer was jokes (HMRC part was top tier) ahahaha,0.8555,7,0.483333333
2023-10-25T14:21:15Z,"I'm not disagreeing with Amazon being bad, but if you are not doing anything wrong then cameras and security checks should not bother you at all. Standing whilst your working is pretty normal in many different jobs. Only office workers sit down and work. When I was a mechanic for example, the only chairs in the building were in the tea room and in the customer waiting area. I don't know of any warehouse/factory jobs that have chairs?",0.9061,-6,-0.050617284
2023-10-25T14:20:46Z,"Amazon set themselves up as a middleman between you and the producer, we don’t need them, delete your account.",0.1779,0,0
2023-10-25T14:06:21Z,Bad enough with the urine but 6-year olds able to buy knives via alexia is stunningly awful.,-0.7391,-6,-0.3
2023-10-25T14:00:49Z,Do they get paid for the time they are going through airport style security and getting x rayed every day?,0.34,0,0
2023-10-25T13:49:16Z,"Seen previous similar documentaries before on amazon. This how ever covered vaster / worse topics. I completely understand the whole age verification scenes and indeed, it's extremely dangerous and scary.  But in order to make those scenes happen you'd need to have set up an account/age/link bank account/auto pay. So the echo just heard the commands, not a childish voice. But still, very danger yes. As someone who works as a  passenger in a truck, it was shown to me the very same situation of piss in bottles, on route to various docks i had noticed large bottles with little amounts of liquid, it was then explained to me it's piss. Truck drivers don't want to stop / delays cost time so if you're on a truck route,  on a motorway/dual carriageway, you'll see bottles in the dividers/hedges along the route. Yup, it's piss.",-0.9339,-23,-0.079990842
2023-10-25T13:48:13Z,18:18 Amazon are flooding the world with plastic bottles of piss.,-0.25,-4,0
2023-10-25T13:44:38Z,I've been boycotting Amazon for years and try to convince my family to do the same with little success.,0.5279,1,0.0375
2023-10-25T13:27:26Z,We can replace these humans with bladders soon with robots who don't need to take none work-related duties.,0,0,0
2023-10-25T13:20:30Z,"This is why I quit, Amazon make you sign NDAs that should tell you something",0.1779,0,0
2023-10-25T13:17:05Z,Fair play for the ending. The HMRC part and the agreement part was definitely not expected! Solid effort 👏,0.8464,5,0.25
2023-10-25T13:15:49Z,I use to work in amazon training staff and have a lot of story's about amazon. I worked in a brand new Wear house. Was taken on as a worker but ended up becoming a instructor.,0.1779,0,0.293181818
2023-10-25T13:13:19Z,STOP BUYING FROM AMAZON !  Its easy enough to find other places to buy the same things and they are often cheaper,0.34,0,0.077083333
2023-10-25T13:07:57Z,Investing 10s of billions in order to create a non-tax-paying foreign-owned monopoly is clearly extremely bad for every country's economy and clearly should be disallowed under anti-monopolies law. But somehow it's been allowed to happen - blame corruption amongst politicians...,-0.3064,-6,-0.3
2023-10-25T13:07:16Z,I work for amazon.  This guys a clown it's called work you know getting off your butt and doing something. Problem is people these days want everything for free and don't like the idea of being on your feet or using your arms 8 hours a day. Nothing wrong with amazon its a great place to work videos like this pss me off.,0.774,1,0.233333333
2023-10-25T13:00:35Z,Anyone else baffled with how much those kids were allowed to freely play with those knifes?!,0.6486,0,0.3
2023-10-25T12:59:02Z,I dof my cap good sir,0.4404,3,0.7
2023-10-25T12:59:01Z,"Honestly, taking the moral high ground against Amazon is pathetic when you're wearing clothes and using electronic devices that are produced in China in much worse conditions.  And unlike China people get a choice to work for Amazon (Many families in China work for the same bad companies for generations). If you want a job and you get one at Amazon and don't like it, leave.

 Also this video is breaking YT's T&Cs by using children to use and hold offensive weapons, I mean if want to be all morally correct after all, this video shows children how to obtain knives like a 'how to'....... Sooooooooooo.

Regarding tax, they pay what they should pay within the law, tax isn't a moral obligation it's a lawful one. If you don't pay what you should under the law you are fined. If someone is smart enough to get around paying what you morally think they should pay then good on them, that's capitalism. We all wish we could pay less tax. If you think Amazon should pay more then it's the governments fault, both sides, that allow these loop holes to remain in place!

Lastly, you ordered all that stuff which I bet will all be returned which meant some poor person at Amazon had to process all of that twice just for your clicks.",-0.8799,-11,-0.016046366
2023-10-25T12:42:01Z,"Step 1: Work for amazon
Step 2: Simple sabotage manual
Step 3: Do that until they fire you

Congratulations you've served your country well!",-0.5719,-4,0
2023-10-25T12:40:08Z,"Here an idea people... STOP buying from Amazon.
Go back to the local shops and high streets.",-0.296,-1,0.053333333
2023-10-25T12:39:10Z,The chat with the lawyer is my favourite part 😂,0,2,0
2023-10-25T12:31:34Z,"Ive worked for Amazon for a couple months now it’s deffo not this bad and We don’t have to go through any scanners or anything, also get to use the toilet when we want and if your not hitting your target you would get help but not sure what happens if your consistently dont but it deffo is not as bad as portrayed",0.7602,-3,-0.286666667
2023-10-25T12:30:12Z,Hard to have injuries if they go unreported and/or you don't record them.,-0.1027,-3,-0.291666667
2023-10-25T12:27:45Z,"Very easy to blame the end users demand. They created the demand and service, as a customer we expect it to work as advertised. If you're working drivers to breaking point you clearly need more drivers to cope with the demand",0.4077,-3,0.387777778
2023-10-25T12:26:46Z,"The face of the lawyer when he heard Oobah's Belize company plan was so funny! He probably thought ""This little shit is a genius"" ahahahah",0.1114,0,-0.045833333
2023-10-25T12:25:16Z,For the stuff your nieces orders. They ordered if on your amazon account with your details and with your card informations which confirms the age of 18+.,0.1779,0,0
2023-10-25T12:22:21Z,Absolutely brilliant program..,0.624,4,0.9
2023-10-25T12:21:42Z,The video is 15 minutes long. The rest is filler because his cover was exposed.,-0.0772,-1,-0.05
2023-10-25T12:20:02Z,Amazon should be paying local business rates as retail premises for their uk locations.,0.1779,0,0
2023-10-25T12:13:30Z,The forger Rich Ashley,0.5574,2,0.375
2023-10-25T12:11:37Z,This would be interesting if it didn't have that number 4 logo.... whenever I see it I have to take all the facts with a pinch of salt 💩,0.3565,2,0.5
2023-10-25T12:06:12Z,this just screams lawsuit from amazon,-0.34,-4,0
2023-10-25T11:50:27Z,"& no one went, hang on its that guy from Vice",-0.296,-1,0
2023-10-25T11:48:04Z,What a fantastic documentary. And great work on shining a light on the horrific work they are doing,0.5106,4,0.12
2023-10-25T11:42:51Z,My prime just ran out. I'm not renewing it after watching this! Had no idea,-0.296,-1,0
2023-10-25T11:31:41Z,"Amazon is terrible but they get away with this largely because of government legislative failures. Tax loopholes should be closed. Anti union legislation needs to be overturned. Infrastructure for logistic workers needs to be improved. If you've ever done delivery work (or been a mother, elderly, or disabled person) and driven in the UK you know that roadside facilities absolutely suck, particularly for toilets.",-0.8312,-7,-0.11984127
2023-10-25T11:31:36Z,OMG his nieces opening the dangerous items...wow.,-0.4767,2,-0.6
2023-10-25T11:29:07Z,Lawyer dude totally played into the part perfectly lol.,0.8655,6,0.4
2023-10-25T11:23:22Z,"""We take out responsibility to carry out age verification extremely seriously"" I don't think they know what extremely means.",-0.2484,1,-0.229166667
2023-10-25T11:18:13Z,Using amazon advertising on your own personal website is kind of.... ironic.,0.5574,-1,0.35
2023-10-25T11:14:17Z,Up up you go,0,0,0
2023-10-25T11:07:18Z,"I worked for 3 years in Amazon FC in UK.... worst experience ever, no safety or control, the cameras for security their products and use them against the associates, as you mentioned to check if we sit down, or prove of time of task. this video is the small top part of the iceberg. I have seen and experience many things.",0.1027,-1,-0.081111111
2023-10-25T11:04:38Z,Brilliant! Also I recall ordering a mini chainsaw without issue but an electric carving knife needed security - go figure!,0.6705,4,0.9
2023-10-25T10:59:39Z,"Commenting for the algorithm, screw amazon.",0.0772,0,0
2023-10-25T10:52:28Z,Brilliant investigation,0.5859,4,0.9
2023-10-25T10:24:10Z,You think amazon is bad??? Try working in a B&m warehouse! Your life gets threatened every day. Faulty machinery and staff on more drugs than snoop himself. Managers steal booze and get drunk in offices while staff are left to smoke drugs and booze up themselves whilst driving 9 tonne forklifts. Pallet racking is more bent than will young and boxes/pallets of stock randomly fall on people and it all gets covered up. I worked there and have pictures that would make you cringe edit: to be fair we were allowed to use the toilet but only when the managers wernt in there using cocaine and drinking spirits other than that......,-0.6908,-7,-0.00530303
2023-10-25T10:21:27Z,"H.M.R.C is not an acronym it's just a set of initials, an acronym is a set of initials which make up another word.",0,0,0
2023-10-25T10:08:37Z,"What's surprising is the way the Management, senior mangers etc act as if they own amazon and will find ways to hurt their staff chances of retaining jobs, forming unions etc etc.",0.0516,0,0.65
2023-10-25T10:04:44Z,"Firstly, to go through the recruitment process you’d need proof of ID etc. So unless your real name is Paul and Oobah is a stage name, I don’t understand how you even got the job.",0,0,0.225
2023-10-25T10:03:12Z,"I thought this documentary would be interesting, but the lad presenting is such a self-involved little prat. Can't watch it. Text appears on the screen to identify interviewees, but vanishes before one can read it. The whole thing reeks with, we are not taking this task seriously, we are not journalists, we are showing off for Channel 4.",-0.0516,2,0.029861111
2023-10-25T09:52:24Z,A friend of ours sadly passed far too young. In her obituary she said please dont shop at Amazon. Ill let you decide.,-0.1576,-2,-0.2
2023-10-25T09:49:02Z,"Much to my amusement, YouTube served me an advert for amazon delivery services in one of the ad breaks.",0.4939,3,0.2
2023-10-25T09:48:06Z,Amazon paying more in taxes does not mean potholes would be fixed.,0.1779,0,0.252083333
2023-10-25T09:44:39Z,Louis Theroux meets Sacha Baron Cohen,0,0,0
2023-10-25T09:44:07Z,That's why I Never use amazon.,-0.1326,0,0
2023-10-25T09:40:31Z,"Why does it sound like a cult? If I didn't know better, you blow your own cover and you didn't get the project the way it should have been.",0.0243,4,0.5
2023-10-25T09:39:34Z,"A really great and insightful watch. Had already cancelled my prime membership a week or so back due to the price hike and changes in 1pm delivery. Pay more for less as always, but seeing this gave me so many more reasons to tell them to poke it. Like many i have fallen into the lazyness and ease Amazon provide but clearly at what cost. If we lose other retailers they will surely turn on us as there will be nowhere else left for us to shop",0.8792,4,0.248611111
2023-10-25T09:37:44Z,Im really glad you spoke to a lawyer,0.5095,3,0.5
2023-10-25T09:36:25Z,There is no health and saftey there,-0.296,-1,0
2023-10-25T09:25:51Z,You need to go to the wembley branch,0,0,0
2023-10-25T09:23:43Z,I was just about to say dye your hair style it so no one recognises you and apply for a job 😂my husband delivered for Amazon hated it 😂I know I wouldn’t like working in those warehouses not right treating people like shit and making them light Heavy items and not allowed to sit down 😢I actually don’t order much of Amazon I haven’t orders of it this year alone because I don’t like the founder he’s an elite and globalists look into him he’s for depopulation of humans along with WEF 😢,-0.9392,-8,-0.124801587
2023-10-25T09:21:59Z,Didn't want to go public about their dispute and yet they are walking about picketing out side in public? Presumably people took jobs knowing that there are targets and what the rules are? Ever heard of taking a pack lunch?,-0.4445,-1,0
2023-10-25T09:21:22Z,wellll that has made me think again about buying stuff from Amazon...,0,0,0
2023-10-25T09:13:51Z,Can ye put the original air date on these documentaries? @channel4,0.3182,0,0.375
2023-10-25T09:09:40Z,I tried to buy survival kit on Amazon and was stopped at the check out for Age verification last year. I don't get it. I don't have an Alexa I will not let one of those in my house.,-0.0516,-1,0
2023-10-25T09:06:54Z,I would just piss everywhere if I was an Amazon driver or warehouse worker,-0.25,-4,0
2023-10-25T08:55:02Z,He’s done it again,0,0,0
2023-10-25T08:54:46Z,I hope this gets more views 👍,0.4404,2,0.5
2023-10-25T08:53:17Z,You are a genius!,0,0,0
2023-10-25T08:51:03Z,This was epic.,0,0,0.1
2023-10-25T08:41:46Z,Never heard of him until now. What a legend!,0,0,0
2023-10-25T08:23:18Z,You get used to standing up all day. Same with service jobs. Shock to the system if you’re not used to it.,-0.3818,-2,0
2023-10-25T08:19:29Z,Witty and exacting a refreshing approach to UK documentary film... nic one,0,0,0.333333333
2023-10-25T08:19:03Z,Down with amazon a terrible company!,-0.34,-3,-0.577777778
2023-10-25T08:08:33Z,The “builder” aka the cowboy,0,0,0
2023-10-25T08:04:50Z,Guess this was just an awareness video? You think u will get an uprising lol kinda hope so males the hour watching this mean something 😅,0.6605,5,0.24375
2023-10-25T07:56:31Z,This is genuinely so incredible. Suck it amazon lol,0.0828,0,0.85
2023-10-25T07:55:56Z,"Never had a Prime account with this horrible company and never will. Having a Prime account is supporting slavery and human abuse. Fuck Amazon. You don't need Amazon, you don't Prime. There are plenty other places to buy shit you don't need.",-0.9511,-16,-0.245833333
2023-10-25T07:55:55Z,"Zero hour contracts
And Self employment
Are music to employers ears",0,0,0
2023-10-25T07:54:12Z,"To much drama for a documentary stick to facts should be about amazon not his mission

I dont want to use amazon but there's no one else",-0.2984,0,0.1
2023-10-25T07:26:25Z,"The shameful thing is, this is the same problem you will see at every call centre in the UK.

Everyones average handling times (or AHTs) are monitored to meet an average, even if the caller demands to be on the call longer or is abusive.",-0.8779,-8,-0.1
2023-10-25T07:14:39Z,"With 99% of  foreign workers, who would want to work in those conditions anyway ?",0.0772,1,-0.125
2023-10-25T06:50:27Z,"This was an amazing program..
Do hope you nominate the lawyer for the 'good sport award ' or at least paid him for his mass advice.
Excellent work lad",0.9201,15,0.333333333
2023-10-25T06:35:32Z,I wont ever deal with them,0,0,0
2023-10-25T06:33:46Z,They’re back !! Yey ❤,0,0,0
2023-10-25T06:24:06Z,"i work at bonds, it is the same thing, i work 40 hour weeks just to pay for the next week to rinse and repeat. what happened to England.",-0.1027,-1,0
2023-10-25T06:01:37Z,Drinking the whisky just adds to the comedy 😂😂,0.3612,1,0
2023-10-25T05:54:58Z,Go to any amazon distribution centres and you get moved on as there all over you like a rash even if your self employed they treat you like your a dog even worse my friend was a driver and they cut his hours to under cut certain criterias of the workforce rights of this country... Eg he even one time he was giving me a lift and they had the cheek to ask if I would vacate his vehicle from the property etc something to hide defo,0.6597,-2,-0.092857143
2023-10-25T05:49:37Z,And when they have self employed people paying for there van there not even paying for that. Yes i know that sounds stupid but it didnt in my head.😊,-0.09,-1,-0.8
2023-10-25T05:27:17Z,"Loool the highlight of this video has to be his nieces ordering the knives and pruning saw with such delight, then the little dance afterwards 😂😂",0.743,8,-0.09375
2023-10-25T05:17:49Z,This is the only company that people think they made it in life when they wear high visibility vest. They tell you why can’t you apply for higher positions in amazon? It’s a f….. warehouse you aren’t meant to stay there for years.,0.1779,0,0.136666667
2023-10-25T04:09:15Z,Idiotic and infantile journalism beyond idiotic..... the workers are paid A LOT more than average workers and without security in 5 seconds the workers will steal everything.... no one force them to work there,-0.876,-11,-0.276666667
2023-10-25T03:51:40Z,Normalise letting delivery drivers use your bathroom,0,0,0
2023-10-25T03:48:36Z,only 781 million in taxes for amazon is abysmal. don't be swayed by 2.8 billion claimed in indirect tax they are counting the taxes paid by their employees,0.1779,0,0
2023-10-25T03:23:09Z,Boycott,-0.3182,-2,0
2023-10-25T03:01:35Z,Well Amazon Alexa used to laugh at me at 4am used to freek my exes out. Started to think it was watching and  listening to me so I  moved out and got a Google home take that Amazon,0.7964,1,0.3
2023-10-25T02:34:01Z,"""yeh its piss""",-0.4019,-4,0
2023-10-25T02:12:20Z,brilliant,0.5859,4,0.9
2023-10-25T01:48:04Z,This guy is insanely annoying.,-0.4019,-2,-0.8
2023-10-25T01:19:53Z,Well thanks! My Alexa added a woodworking knife to my Amazon basket 😂,0.6908,2,0.2
2023-10-25T01:11:30Z,"I'm an Amazon delivery driver working out of Trafford Park distribution centre (DXM2) I have been doing it now for 3 years and well the drivers really have the short end of the stick and pissing in a bottle is the least of the worries. we have to work on a self-employed-only basis but are treated as though we are employed, being told when we work and our start and finish times, having to request holiday time (unpaid) being penalised for sickness days (unpaid). They told you the app we use tells us to take breaks... it asks us once per shift after about 4 hours and there is a button that will allow you to skip the break and work though with no break and most of the time you have to do because you dont have time for a break when you have ""180 stops"" that 180 disregars the multi-stops which is multiple delivers in 1 stop which is amazons way of justifying sending over 300 sometimes even 400 parcels out per van per day ""well you've only have 160 stops"" yes but I've had 368 parcels and can move in the back of my van to find the parcels. The vans are often packed out and are unsafe to be in the back of, I know of 3 drivers for my team alone that have been injured from stuff falling on them in the back of the van, any workplace injuries as a driver are looked at as a driver problem because we are ""self-employed"", any time of as a result of an injury is unpaid. You are told to bring back any parcels that can't be safely delivered to the customer or their safe space but then penalised for bringing parcels back. The DSP ""manager"" spends all their time in the DSP office of the depot ripping the drivers apart for being ""fat"" or ""lazy"" I've heard homophobic and sexist remarks and it's just laughed off because ""self-employed"". And the list goes on. But just to add the cherry on the cake, 90% of the prime branded vans are not fit for road use with knocks and bangs heard in almost all of them, they are dangerous. And we have to deal with all of this for £99 per day less tax that we have to sort out ourselves because you guessed it ""self-employed"" I could go on but what's the point.",-0.9528,-24,0.070634921
2023-10-25T01:10:31Z,"Current Amazon delivery driver here 🙋

I would also like to add that we do indeed have a notification pop up in the middle of our shift to take a break. The breaks last only 20 minutes, and the place i deliver, has no toilet for miles. 

If we were to take that time to use the toilet, we would be behind on the overwhelming load of deliveries we need to make.

Also if we don't get the time to make all the deliveries we have for thet day, and bring the parcels back to the warehouse, we have a points system that goes into the negative which could lead into a dismissal. 

The ironic thing is, the best plastic bottle to use on shift is called ""Prime"" because it has a wide lid and you cannot see the contents of the bottle.

We also have a lot of problems with the warehouse being behind and our satnav/work app always having problems, which can lead to us being behind again. 

We always hope Amazon will change, but we learn too just get used to its problems 👍",-0.5346,-3,0.005555556
2023-10-25T01:09:22Z,Disgusting. Never again Amazon for me.,-0.6017,-3,-1
2023-10-25T00:58:36Z,Lies lies and more lies.,-0.8126,0,0.5
