Comments,Sentiment
Good job fella... Amazon are scoundrels 👍,Positive
"47:12 I loved this lawyer, he was so genuine and he knew you got him at the same time as Amazon. You're a worthy advasary Oobah!",Positive
I remember when I was a delivery driver for amazon and you only have 15 minutes to load a van which doesn't allow you to sort them. And that driver who delivered the package should have done a id check as I had to do it,Positive
Man this video is incredible and such high production value. They should really give this guy a regular show,Positive
"It's honestly pathetic to see how this generation complains about everything. When I first arrived to UK nearly 20 years ago, Amazon was my first job and it was fantastic. Yes, there are cameras all over because people steal like crazy (the same stuff happens at any warehouse or courier facility). The volume of orders is insane hence the pace of work. If you can't handle it, then go somewhere else. People pissing in bottles is a fairy tale, never ever heard or experienced anything like that. At the end of the day, it's a low pay warehousing job which will be demanding physically and mentally. Amazon is extremely easy when you compare it to lets say DHL or DPD especially during holidays when you load and unload trucks for 10 - 12 hours a days. And yes, you do that manually. Videos like this just show how unprepared this generation is where most of them think that posting videos on TikTok is a real job. Do me a favour and try oil rig. you can make another video on how difficult and degrading that job is.",Negative
"Amazon in Edinburgh are run by mostly polish people.  Me and a friend started there, and within a fortnight a polish supervisor had kicked a floor trolley at us, it hit my friends ankle and did some serious damage.  So he put a complaint in, I was a witness.  But low and behold the complaint made it as far as another supervisor then vanished.  There was no point following things up as nothing would have been done.  We walked out of the slave labour.",Negative
"I've been working for Amazon over a year now. Actually its not too bad tbh. Yes, I've had bad days when I was knackered and pinned to my bed after my shift but also had good ones. The security is a necessity as my site alone looses 40 grand a week in theft despite all them security measurements. Are they slave drivers? Yes and No. Depends on your POV, also Amazon workers have stop work authority any time they feel unsafe or confused about anything at all.",Negative
there are agencies that will lay off entire work forces but not technically lay you off they will offer you a new location to work at and if you cant get there tough,Neutral
why would you sniff a bottle of piss lolz,Neutral
"These people are being treated like slaves. I would just refuse to work there, i would end up suicidal",Negative
"I won't buy anything more through Amazon until they considerably improve their employee's working conditions, resolve every single one of the issues raised in this investigation, and start paying the UK tax they should be paying -- as well as any and all the tax they haven't paid since they began operating in the UK.   :0)",Positive
"Shocking but fantastic watch , won't buy anything off them again.",Positive
"I won't buy anything more through Amazon until they considerably improve their employee's working conditions, resolve every single one of the issues raised in this investigation, and start paying the UK tax they should be paying -- as well as any and all the tax they haven't paid since they began operating.   :0)",Positive
does have time to stop to go toilet has time to stop for an interview? makes alot of sense,Negative
"Ive worked as a delivery driver for pallet networks and also worked as a driver/operative for the highways via Amey group. Given my on the job accounts i can give my two pennies worth on this video. The piss bottles is not just a Amazon problem its a national one, there is not enough places for drivers to stop and there is no shortage of lazy drivers not willing to empty the bottles into a toilet when they do get to stop for a break. The pot hole part I can confirm you did a better job than most staff at Amey, the amount of money wasted just to plug a pot hole is crazy and that money isnt the governments money it is the Tax payer. The roads need a proper repair with hot works but the powers in charge and the corruption just throw temp fixes at the roads. And lastly it is always the consumer that dictates how people will be treat, while ever this western way of consumerism buy buy buy and F the consequences is rife then nothing will change.",Negative
Also loving how he screwed the lawyer too XD,Positive
"Not allowing workers toilet breaks is widespread in the warehousing industry. 

I used to work for TJ Morris (Home Bargains) and they had exactly the same policy. 
I had to clock out to go to the toilet, and if you went more than once per shift, you'd be dragged into the managers office and berated. 
Warehouse jobs are some of the worst working conditions in the country.",Negative
This is actually seriously impressive. Please keep it up!,Positive
"Were using narcissistic YouTubers as Investigative journalist now, how so many people in the comments think this is in any way decent journalism",Neutral
So Amazon are saying one thing -- and the FACTS seem to be saying something else.    :0/,Neutral
"So undercover he discovers people have to stand on their feet working for long periods of time, doesn't everyone?",Neutral
Incredible. Amazing work.,Positive
Must be a nightmare working for Amazon or being a driver. It's clear there's enough money in that company to pay better and treat workers better but greed at the top drives these kinds of conditions.,Positive
But so dumbed down presentation had to stop watching after 10min.,Negative
I deliver to Amazon sites and man everyone is treated like they are guilty as soon as you arrive.,Negative
I worked there and they cloned me and used my body parts and I caught Jeff using a dolphin as a bong,Neutral
"He gives his real name at the start of the working day, then says Amazon has done their 'research' LOL Well it wasn't that great a research was it, you got through the induction ok with your fake name. Too funny. lol",Positive
I hate Amazon policies,Negative
im only 8 minutes in and this is already one of the best videos ive seen. I feel like its been directed by whoever done Clarkson's farm 🤣🤣,Positive
"why dint he just lie n say he looks like oobah, i look like alot of other people, they gonna pull me of n be like you look like jack sparrow n im just like yes its me lol i come from uk n have no idea who he is, hes not well known, then he ran off! real brave work...... Boris Johnson love child looking mfer lol",Positive
This is government giving in to big bisines letting them self regulate which they won't do,Positive
"I work there, they cant find local workfoce for a peak time, so they are taking people from Romainia. Thefts went up threw the roof. So wouldn suggest to order expensive staff as once instead of nikey shoes i receveid stinking used safety shoes.",Negative
Took me 40 minutes to realise this wasn't Claire balding,Neutral
"Channel 4 has helped push lies about Russell Brand, Michael Jackson and so many more over the years. Take all of their documentaries on the basis it's faked and made up",Neutral
"How did he sign the contract? Did he use Paul - he’d need ID, did he get a fake Paul ID or did amazon not do the proper checks?",Negative
"The name ""H.M.R.C."" was genius",Neutral
Sponsored by Hard Lefties.,Negative
when watching the alexa bit  my alexa started talking about the items being bought..crazy,Neutral
"Does Alexa have a child lock type thing, where you can have a lock on certain voices.  I don’t have an Alexa, but that would seem sensible.",Positive
"Oh my, it just kept getting better. You really impressed that lawyer at the end, very funny.",Positive
That was great. . Well done you are your team .  . Keep up your good work. . All power to you . . 👍👍,Positive
29:02 whats an irish persons favourite sandwich? FECKIN HAM,Neutral
"im glad i paused my alexa when the kid was buyin, if shed have said buy it now it would have bought it.",Positive
"Leave Amazon alone, I get hundreds of deliveries each year for £7.99/month, it's worth a bad back lol",Negative
"internet trickster, Never heard of him tbh,",Neutral
Lidl did the same thing with the union almost being recognised. They just hired more and more staff.,Neutral
"This kid is a genius 😂 absolutely brilliant, fight them with there own tactics 😂",Positive
pissin in bottles and then touching parcels. Has anyone ran a urine test on parcels.,Neutral
I lasted two weeks there.. how they keep staff there is beyond me...,Neutral
Bustin!! Priceless…,Neutral
"Brilliant!,",Positive
"i mean honestly you want to come to a construction site pal...."" ive been on my feet all day and they hurt""  lmfao ye thats called work...  "" i have to piss in a bottle"" ye and i have to shit in a  bucket somtimes  its called life..... like honestly  try being  outside at half 5 in the morning and then actually injuring yourself like  cutting your hand  with a saw or  hitting it with  a hammer and having to be a man about it and say ok  well  best get on with the work dont finish till 5pm  and if i dont finish the house i dont get paid..... i literally  rember just a few months ago when having a on the phone doctors appointment  the doctor telling me i must immediately go to hospital  because of my symptoms... when i told my boss and co workers  we all had a good laugh at how silly the doctor was to even think that would be in the realms of possibility   and how nice these office people must have to to actually think you could just abandon your post and stop working ? XDDD how you guna get paid if your not working?!?!?! what world do these people live in ?",Positive
"Exactly the same in ANY fulfillment / distribution centre. DPD for example, cameras at every single angle, every single door. Its in the company's interest to protect their products and customers trust. People cant be trusted as usually most warehouse workers are of the lower end of society. Im only saying what everyone is thinking.",Positive
I don't buy a huge amount off of Amazon anymore but this has encouraged me to stop completely. I've also been writing a book which everyone has encouraged me to try self-publish through Amazon.. I wasn't completely convinced anyway but now I'm definitely not supporting them.,Positive
My top tip for everyone working at Amazon.. Get a different job.,Positive
that explains the amount of piss bottles I find everyday out in the street!,Negative
"I shopped with Amazon from their very beginning. I stopped using any of their products a while ago after a neighbour found work with them and, 3 days later, walked away from what he described as a labour camp reminiscent of old East Germany, rather than anything resembling a 'fulfilment center.'
Imho, Amazon have become a retail mafia, making immense profits from what is essentially wage slavery.",Negative
"I'm a amazon driver in the UK and I can say 100% we do piss in bottles and the average parcels we deliver, is about 180 parcels that rounds up to about 290 stops",Negative
at least 2 of the owners of those bottles should seek medical help very urgently,Positive
"Besos is not thinking about his staff one iota all he is interested in is spending his money fast enough. I just renewed my Prime a few months ago, and when it's due for renewal I won't be renewing it. Even with Prime not much actually gets delivered the next day, most online sellers offer faster delivery for £0:00",Positive
As an Amazon employee I just want to say... nothing because they're always watching,Positive
That lawyer is brilliant,Positive
amazon are a joke they don't care about anyone only the money. They break and bend rules i worked for them and on a 15 minute break i would be lucky to get 5 minute's . when the break bell went off i would have to walk from one end of the warehouse too the other then got throw the security i had a metal knee brace so had to stop and be checked every time even with a doctors note then go for a quick smoke and then would be lucky to get back to my workstation before the 2ed bell for end of break or would mark down as late back. UK law states your break dose not start until you have left the work space / warehouse this law is broke everyday by amazon but there don't care and if you bring it up too them you will get pulled into a office like me and told you know longer have a job something needs to be done but wait they bring in to much money so the government will do sweet f all about its a joke something needs to be done massive fines might help and i mean big in the millions might help but i don't hold much hope for this money talks and talking don't,Positive
Why would anyone keep working for them. In the UK there are a reasonable amount of jobs out there. Its like entering a weird dystopian land when you cross the fresh hold into work.,Positive
"I worked for amazon at tilbury and was one of the worst jobs ever , if the deputy leader is not your race then your getting nothing it really is “ not want u know it’s who u know “ but I got my own back got suspended on full pay and because I wanted a union person to be at my meeting every time they organise a date for the meeting said my union guy couldn’t make that date kept this up for about 8 weeks so got paid full wages for 8 weeks without doing a single hour of work 😂😂😂",Negative
"Watching this as I get sent my payslip from work, noting how much tax/outgoings I have per month makes me wonder why people like me are forced to pay hundreds in tax to keep the country afloat when people like Amazon and Apple could single-handedly bankroll dozens of hospitals and schools.",Positive
I had to sign for all my 3 knives no age verification required.,Negative
Brilliant,Positive
"This whole video is such a stretch, if the company doesn't treat you right, leave. if your kid adds knives on your shopping list, be a better parent.",Positive
"I've never contributed a penny toward making Bozo obscenely rich and never will. What really annoys me is the infestation of our roads, since Covid, with their 'park anywhere' vans! I wish Bozo all the worst.",Negative
By the way new name for amazon is temu.,Positive
What a legend. Great content,Positive
Nice try unfortunately these companys these days are run by criminal gangs and drug or medication  people how work 120 hour weeks how have not one speak of decency towards fellow humanity it all about profit and money they can make out of everyone to send share prices up they think money can rescue you from any think. Everone is seen as a criminal these days so they treat everone like one and they have made everone a criminal.,Positive
"Same as every fucking factory or warehouse, some people too privileged to realise this is the reality for most blue collar workers",Negative
"Politician : Taxes pay for everything people care about
People: Spending 80% of their money on EVERYTHING else",Positive
Why not get another job then lol ..,Positive
G m b are good I was with them years ago and they helped me get money from my company,Positive
😂😂😂😂😂😂,Neutral
"So you would have had to fake his ID as Paul and faked a National Insurance number, Isn't this illegal?",Negative
"Love it, Oobah!
I hate Bezos, the greedy bastard, I know of two people who worked for Amazon, both hated the job and lasted only a couple of weeks!
Oh, and by the way, I never buy anything from Amazon providing it is shown that Amazon neither sell products directly or as an agent for a product!
Thank you Oobah, great program!",Negative
whats albino pyro doing in amazon,Neutral
It is illegal to sell to the public any bodily fluid? For human consumption. I can't believe you got this far ?,Negative
Can't stand Amazon.  Deleted my account.  Delivery drivers are pretty much criminal.  The site is a vile cesspit full of capitalist freaks.,Negative
"I worked there for 2 years and thought it was fine, just a very boring job",Negative
"Its really sad that this has been happening for years now and the worst part is, people will still shop at amazon, maybe feel bad for a while and then continue anyway. Amazon operate on a ""anyone's replaceable"" motto!",Negative
Wow! That was great! Thanks for making this. :D,Positive
Someone needs to tell Amazon that Jarate dosent give you damage bonuses in real life. Im pretty sure most customers would be happy to wait a day or two longer if it meant amazon not flooding the streets with piss bottles.,Positive
There is literally NOTHING WE SHOULD EVER ADOPT FROM AMERICA.,Positive
"i worked at amazon for 2 months, the only ''happy'' workers had noses full of powder. they say that they do random tests and such but i never saw one get done and i only had 1 when i first joined",Positive
The world needs people like you lot!,Positive
"Never really been a fan of this guy, always struck me as a bit too smug and try-hard, but this, well, this shows he's matured into a kind of modern, slicker version of Mark Thomas. This was cleverly done, and I hope those Amazon employees who feel constrained by their contracts take note and use this film as a basis to make sure Amazon treat their workers fairly and properly by whatever means they can. I have to say, that pay off at the end where he used their own tax avoidance tactics against them was brilliant, especially the acronym. Even the barrister didn't see it coming, and you could see all the pieces falling into place in his mind, and despite his best efforts to remain serious couldn't help but laugh. That says it all, and I also loved the cheeky wangling of free legal advice which he didn't see coming either! I think the lad has found his place in the world, and I hope he can come up with more of this sort of thing to hold the mega corps to account and shine lights where they least want them. Good entertainment but with a very serious message embedded in it, excellent stuff.",Positive
Amazon in Gourock Glasgow got evicted by industrial estate owner as they were too much hassle 😂,Positive
That's a load of rubbish though the way that eBay make it impossible to buy a utility knife it is not a weapon maybe in the wrong hands but why do we all have to suffer because of that.,Negative
Im really confused. Any time you are employed by a company the fiest thing they ask for is ID. How did he get away with that?,Negative
Some of those guys pissing in bottles need to drink more water.,Negative
Wow have they got face recognition cameras ? They must be paranoid and hiding something to go to these levels.,Positive
"I am an engineer who works full-time on the road. Pissing the bottles is a daily occurrence. It comes with the job you have to do it. What you gonna do, p*** your pants?",Negative
You look like Gollum who thought Boris' Johnson's hairdo was the best haircut to grace the human race.,Positive
And sadly I will still be ordering from there :(,Negative
Atlesst it's not affecting too many British born people,Neutral
"If you had ANY doubts about this 'Company', this should set you straight. I worked in the Nuclear Industry.....and we didn't have 'security' like this! Something VERY wrong!!",Negative
Must have massive turn over with that many new recruits!!!!,Neutral
"If the company wasn't american and a billion dollar industry they'd be sued for every malpractise. 

I worked for amazon in the warehouse for 3 months; every shift the supervisor would tell me im either lacking in productivity or to far ahead and making the team look bad.

Years later I went back as an amazon driver, and everyday I'd have anywhere between 80-150 parcels.. i would have to get to a site at 9am and id be lucky if my van was packed by myself ready to delivery at 11am.. i would be paid only for completing the delivery.. if a customer wasn't in; and i had no safe place to leave it at then id have to find other means sich as plus knocking in the neighbours.. upto 11 doors.. if they lived nowhere id out a note thriugh the door and say its under the canopy - out of sights.. or id have to return it to amazon; some drivers stole stuff.. amazon; would  go mental on me for bringing items back... i once turned up with 4x items and they sent me back out after ringing the customer themselves; who wasnt in earlier on at 3x attempts... That day i remember i wasnt finished until 7pm and that last delivery eventually led me home at 9pm.. I started looking for another job after that..

My wages weren't adding up even though i was on Something like 120 stops...  for £120 a day

I got told its 6 days a week; and i had to lease a van. So after a month i worked out I was working slightly below the minimum wage..

Also; the delivery staff piss in bottles because theres no time to go toilet; you can pee in the street... you have no time to get to tesco or some public shop.

The worst-case delivery riute anyone can get is farmlands..

Your scheduled to get 1x delivery done every 3 minutes; you'll be lucky in a farm region to get 1x done in 10 minutes.",Positive
Fucking hell i got ao much second hand panic from him trying to leave that warehouse 🥴,Negative
Touché young warrior! We need people like you. Keep up the good fight.,Positive
M8 you're find most companies will treat there staff life crap. I have and too this day still like crap. Managers think there above the law a god.,Negative
"8:52 UK Bathroom Etiquette, lol. We know why that's up, mass migration benefits big business.",Positive
H.M.R.C segment killed me the lawyer was impressed.,Neutral
"I'm not pro-amazon. Regarding the hot lorry, i did that every day for 2 years and you get used to it quickly. Regarding standing all day, i did that for a year picking and packing in a warehouse. That's what work is, muscle and sweat.",Neutral
how did you not get sued of have anu legal action,Positive
Robots will eventually replace all of the workers.,Neutral
Why are local authorities  still approving planning permission for Amazon depots  that are destroying every high street in the UK,Negative
Instead of setting unrealistic targets and punishing people for falling short. They should pay people based on performance. Then you can decide whether you want to have a more relaxed day and earn less. Or power through and earn more.,Negative
Great journalism! I agree with the tax issue and amazon should not be allowed to avoid this. Even if they paid full tax in this country it would not be used for filling potholes or to support the crumbling NHS it would be spent on hotels for immigrants. Amazon is more of a use to the UK than illegal immigrants  staying in 4-5 star hotels! Investigate this please 🙏,Positive
I'm out - bye Prime.,Neutral
modern day slavery thats sanction by govenments,Negative
The whole business model is a scam!!....In UK they only make money from Prime subscriptions so how do they manage to have such a large footprint?...They don't  pay their TAXES do they?.....Ask Geoff Bezos....LOL,Positive
How could he get in under a fake name? Surely you'd have to provide national insurance info etc?,Negative
This was good. Make it #1trending again,Positive
I lasted a day its a modern day sweat shop i dont know how they get away with it,Neutral
If you have amazon prime in 2023 you are inching your way to hell,Negative
I fail to believe that anyone in the fulfilment centre recognised this guy. 👎🏻,Negative
"I wish someone would go undercover for Amazon NCL1, where I'm currently imprisoned...sorry, where I'm currently working. It's been open for 2 years and it's already a state. RME not doing much to fix the technical/mechanical issues, mostly procrastinating.",Positive
I wouldn't expect amazon to trust its employees though individually maybe but on a hole no. I'm glad they don't trust and my parcel doesn't go missing as easily. Unfortunately for Britain most of the labour staff are foreigners these days.,Positive
"Fantastic!!  Give us more like this , AND show us the ACTION taken , OUTCOME of all the hard work you put in",Positive
Bill Nighy is looking well.,Neutral
"I currently wortk and have worked at 3 different Amazons in the UK for the last 6 years, its way easier than most other jobs. Something like 70% of people working at Amazon in the UK are indian. Its quite pathetic that you worked there for a measure of days and think you are so justified in knowing all about mistreatment. You give a strong sense of self accomplishment and satisfaction in yourself and actions but in reality your acting like a child making bottles from urine. Why is Channel 4 even covering a none issue like this, why are you not covering real issues such as the NHS and how billions of pounds is spent upon chair dwelling consultants that refuse young adults CT scans while 65 year olds are given every type of scan without a shred of hesitation, where is the ethical sense in such a thing. Care home workers are paid less than a chair dweller consultant yet they are actually performing difficult physical activity assisting sick individuals",Positive
"I work in a kitchen for 10+ hours a day, 6 days a week and that has no seating and is constantly hot so I don't see the problem with that aspect of it 🤷🏻‍♂️",Positive
"Worked as a driver for a year and totally fucked me over financially, physically and mentally ....FUCK AMAZON AND JEFF BEZOS",Negative
"I’ve always been wary of Amazon and have avoided using the service for a long time, looks like that’s not about to change any time soon.",Positive
"This is the best video I have watched in a long time. Well done, fantastic",Positive
This might have been interesting if it hadn't been presented in such a childish manner.,Positive
Kids left unattended with uncontrolled access to internet ordering dumb dangerous shit. Yeah real gotcha there! It's a real head scratcher how that one's solved.,Negative
The barrister learning about the piss sales was gold 😂,Negative
This is not a documentary. This is a poorly acted exercise in narcissistic behaviour,Negative
Jeez... do a spell in the army in the 80s.,Neutral
"The worrying thing is that this is illegal under UK law, but it looks like they are going ahead doing it in the UK anyway. I guess the high levels of security help explain that.",Negative
Boris Johnson's son!? What a stupid documentary. I lost interest with the whole 'Piss' thing. Yuk.,Negative
AArrrggh the knife went in my basket when I went to grab a cuppa. Thank heavens there was an ad in between so I was able to delete it.. please block the name on future videos,Positive
Have you noticed that the majority of the workers are most likely immigrants. Thays why they come to the UK on the boats. Theyre importing tax payers thousands at a Time,Neutral
Jungle juice   from amazon,Neutral
My first time seeing anything oobah. Brilliant.,Positive
He looks like Myra Hindley,Positive
"Bloody hell, this is the UK not bloody 3rd world anti-workers rights country like America.  What the hell are the HSE doing about this??????!!",Negative
"i worked for flow logistic ?amazon it was a con they have a crap app they use what's app on this you can send messages and pictures .
on one picture there was a parcel holder (there big bags ) in the bottom off it a human turd .
there training is crap they need to be shut down drivers that don.t get payed have blocked the gate's.
i did not get payed do not work for them or any of them .",Negative
"You want a real story? Get back on that laptop and apply for any other warehouse in the UK. Truth is Amazon is better than 75% of warehouses across the UK, your only hearing about Amazon and targeting them because it's one of the largest companies, these conditions are laughable compared to the majority of small businesses in the UK. I've done 12 hour rotating shifts, 10am-10pm one week then 10pm-10am next week. With a days rest in-between. Lifting 60kg in the back of 40°c lorrys for 8hours straight, doing 16 hour shifts in dust filled environments that haven't been cleaned in 10+ years. Working with toxic chemicals with no PPE... Amazon is a cake walk compared to majority of companies in the UK. (Im not defending Amazon, just stating Thier work standards are great compared to the majority)",Positive
"I remember amazon they are c**** Whan I wprked they where on this ,,if 800 people late from brake 2min we losing 1600min of work, and then team leaders will cry lake babies remainding for what we being paid, great memories",Positive
"I worked at DN4 and didn’t see any real issue, this was jan22-aug22 (b4 uni). Strange to see!",Negative
And yet tomorrow at least 90 percent of people that watched this will order from Amazon!,Neutral
what is this?  a new show for channel 4 kids ?  Kids already have  Peppa Pig .,Neutral
Simple stop buying off amazon...,Negative
"Amazon own the goverment ,Richi loves Amazon .If you buy something off AMAZONless than a £200 ,you ring them say its crushed broken ,they will tell you to bin it and refund you ,they would need a warehouse as big as AMAZON to take returns .so bin it .",Positive
very nice,Positive
"UPS ,is the best company in the world to work if you can get in there no one leaves ,brilliant money and hours .",Positive
"I WORKED , at Fed ex in manchester As a driver im 52 years old .  i stopped to buy 2 pies and some fags and a drink ,about 1pm my  phone went mad,the young lad in the office who rang me  Said ill let it go today but please prepaire yourself the night before,",Negative
My neighbour works at amazon long hours but think she clears about £580 a week .,Positive
Thanks for adding those knives to MY basket! 🚓🚨,Positive
So much more palatable when we outsource the slavery abroad.,Negative
"Amazon are scummy and in an ideal world, would I love to stop using them? Course I would. But then you buy an electric toothbrush from Phillips online, it takes them best part of a week to dispatch it and then ups lose it, so it takes another 2 weeks of being told ""it might show up"" before they launch an official investigation which takes another 11 working days, all while sitting on your money because its ""company policy""

Or I buy the exact same thing off Amazon and it arrives the next day. Which I did. While still waiting for my refund from Phillips. Not to mention Amazon have always been amazing with any returns/refunds that I've needed.

Other companies have done this to themselves.",Positive
Watch southpark were he starts work at the fulfilment centre 😂😂😂. Ps if your stupid enough to work there youve no complaints.  Mind you the majority who work there dont speak English so wont read this,Negative
"Should have called the drink ""pisswasser"" 😂",Neutral
"also people don't realise or tend to forget that the majority of the products sold on Amazon are not actually owened and sold by amazon, they are other companies listing and selling their products on amazon just like the Release drink in this video. yes Amazon my have a fee for listing/selling/storing items in their buildings but it's just the same as renting a building/stall to sell your products.  by having all these companies/businesses listing and selling their products in one place just makes the whole finding and buying more convenient. like a comparison website. why search for an hour in several sites when you can just go to the one site.",Positive
you know its bad when a lawyer laughs in disbelief at what youve just achieved,Negative
"You think that's tough? I can give you a run down as an amazon carrier if you want. I' regret the comment tomorrow morning, but fck it :D",Negative
Deleted my account.  eBay it is then. 😂,Neutral
44:37 has me dying omgg hahaha,Positive
How he get a job without Id or Prof or address or national insurance,Neutral
FUCK CHANNEL 4,Negative
Bulldozed the amazon. Nice work! never thought I'd say nice work bulldozing and amazon in the same sentence. But here we are.,Positive
"Love your personality,,, sharp as the knives your nieces ordered,, really great   thought provoking,,",Positive
Thanks for the recommendation YouTube I'm speechless,Positive
Amazon Wakefield only has one security gate and one  inside airport style scanners inside once you leave the warehouse shift. But it’s true they are on your backs in 1 hour dealing with returns you must hit 84 returns packages in hour or they weekly get onto you saying your slacking,Positive
Where was Boris 9 months before you were born Oobah?! 😳,Neutral
"There is a solution to the drivers pissing in the bottle problem if Amazon wants to fix it. 

They can add a toilet to the delivery van itself. Amazon has so much money that it can build trucks. I think they ordered Rivian electric delivery vehicles. Why not add a toilet to them.

Amazon can design its own delivery van with toilets and sell it. This idea may sound more interesting to the greedy capitalist Bezos

Yes it will cost money but I think some of the money made by evading taxes could be put to good use",Positive
"The fashionable left love Amazon, can’t get enough of it, deliveries daily, but pretend to care about workers rights.

Just as they’re pressing their Uber app on the latest iPhone 15.",Positive
"Outrageous content aside, can we just appreciate that this **documentary** was so well-produced that it managed to maintain the legitimate heist movie twist structure?  Insane stufff. Oobah and his team are the next Louis Theroux.",Negative
"I use to work for Amazon as a driver, I pissed in bottles and pooed in Amazon delivery bags or empty boxes.",Negative
Video not available in the US... I wonder who wouldn't want this shown..?,Negative
Watching this after watching some reptile YouTube doing Amazon for money saying it was decent work where he was. Was an American though.,Positive
Someone piss was black . That's worrying,Negative
"well done clever man, round of applause. x",Positive
Please use your skills to play the YouTube algorithm to make this video trending and viral!! I am doing the best to share but you will definitely do a better job with your skills 🤣,Positive
Oh yeah amazon only 4 of those 200 knifes are a risk to children,Neutral
Man this is brilliant! Jokes apart this might have taken a lot of effort. This video must go viral. It deserves to. Keep it up. You are doing a public service. Thank you. Workers of the world must unite! 😃,Positive
The company needs you more than you need this company. The more people will understand this the better conditions for work they will have to create.,Positive
"I worked at amazon for only a month. (that's how much I lasted)
Once I was going on my break and I've put my work gloves in a back pocket of my trousers.
Scanners did pick this up and made the sound. I was then being searched - even tho I've immediately stated what I was carrying.
The security lady was shouting at me, told me to turn them inside out - and also said to me that she will remember my face, and from now on - I will have to go through the checkpoints with my gloves in my hand, fully extended right in front of me every time.

That place was basically a prison. I do not wish upon my worst enemies to work at amazon.",Negative
Amazon charged me for prime for months eventhough i cancelled the subscription.,Negative
"why does this remind me of @ZacAlsop from the Zack and Jay show, obuh and Zac should be friends😊",Neutral
well done oobah a brilliant piece of documentary into the things we ourselves cannot see with out doing what you did here ... fuck amazon !,Positive
I'm not only impressed with this production but also that you actually managed to impress a lawyer and get him to laugh. The fuck you was the cherry on top for me 🤣🤣,Positive
Great content . I really enjoyed this .,Positive
The only way to change these companies behaviour is mass boycotts . They would soon have to change,Negative
These people are just lazy workers. We need robots ASAP,Negative
Brilliant,Positive
I've worked in at an amazon warehouse for over a year now and I have no problems with the working condition. None is made to piss in bottles. maybe you should look into the delivery stations? or get some views from people who are happy working for amazon,Negative
"The audio from your video actually added lemonade to my shopping list! Shades of South Park mischief! Another bit of underhand dealings by them.. I ordered lipstick for my Mum. Amazon was seller and it said in stock. One week later it had never been dispatched. When cancelling, I saw product reviews with inference of counterfeit products that were causing health issues too. My suspicions.. They use bots to control a product market undercutting marketplace sellers, then don't release things. After cancelling, seller became a marketplace seller not Amazon direct. Again Amazon EU SARL.. When I posted a review of my experience, Amazon rejected the review. Hearing that you got a knife so easily surprised me. I recall ordering a Stanley FatMax from RapidOnline and wasn't aware of the regulations - it actually took a phone call  and emails to get that order fulfilled.",Positive
"I know it doesnt matter and no one will see this but the arrow that pointed to ""Luxembourg"" was pointing at the wrong country. It was pointed at Liechtenstein.",Negative
"I worked warehouse’s all my life and it is hard graft , I worked in some crazy places . I worked for a company called nightfreight but it’s now called dx . I saw people shooting at each other violence and all sorts . 
I worked for yodel and at the wednesbury hub and that looked the same way as as Amazon . The story is much deeper as you get people that work for an agency on zero hours contract. People have to turn up and not guaranteed a shift and can often be sent home . 
Every place I ever worked at 9 would have to carry items that should of been Carried by 2 people but the work load is that much you can’t to that . People that would ask for help would be terminated from there agency . I could tell you a lot more",Negative
"Really enjoyed watching this. I worked at Amazon as a driver. Worst job I've ever had, walked out and quit after a few days. BOYCOTT them is the only way",Negative
"Oobah doing what he does best, I’m glad we have you.",Positive
"I worked as a picker for the Peterborough EUK1 a good side was I’d be doing about 22,000 steps a day so it was quite good for exercise on the other hand they were militant about taking a break you’d have to scan out and a scan back on within the allotted time also headphones weren’t allowed you had ways of Gigi’s them (during Covid wearing a balaclava) but they then started to play music from one speaker that you couldn’t hear unless you walked past it in which case you’d be  have about 120db blasted at you so you’d be deafened I was in as an agency worker and the lay was 10.50 ish with over time bonuses going up to 19.50 an hour if you worked 6 days in a row but really after  4 lyou’d need   a 3 day  break but the parts about bosses and management in my experience is 100% correct just to be clear l will never and won’t ever recommend someone to work there again I also did multi drop delivering but for a sub contractor for Amazon so I’d be paid 80£ a day from him and Day from him while he got paid about 50p-1£ per parcel on my first day I had 56 stops and after that it jumped to 150 per day if I started  at 9 i finished around  some people were finished by 1/2 but you’d have to work yourself to death to ultimately stay away from Amazon !! Thanks for reading and have a good day :)",Positive
😂 As someone who delivers for Amazon & have done for years i can tell you it's horrendous but nothing will change and no one can change it. Someone will always do the job so the cycle will never stop.,Negative
Loved this documentary.,Positive
Shocking.,Negative
"More needs to be done, listen to the drivers and discover the modern slavery",Negative
The lawyer loved that!,Positive
That lawyer better not a “wafer thin mint.”,Positive
"All warehouses B&Q, Tesco etc, treat you like shit, especially if you are agency staff.",Negative
I’d be very surprised if most of the employees even have the right to work in the UK,Positive
This was fantastic,Positive
It’s a bit too late for all of this world war three is here goodbye,Negative
Bezos really is a greedy scumbag but...... Omg your nieces are sooooo adorable!!,Negative
"To be honest, Marks and Spencer is not far off like this, so does Staples and most warehouses 

Something needs to change",Positive
"Not just Amazon 
A lot of companies are like this believe it or not 
And you’re wondering why the British people rather live on benefit ??? 


Most of the warehouse employees are asylum seekers
They don’t know that they were bullied 

Boycott Amazon 

Never bought anything from there anyway",Neutral
I lot of ex taxi drivers during lockdown and made redundant ones turned to Amazon delivery some just leave parcel s on my door step if no one in (anyone could Nick it)taxi drivers not a lot now as they get more money,Negative
